0,1
2022-01-06,เบรคกระทันหัน
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,ขับรถเร็วเกินไป
2022-01-06,ขับรถเร็วเกินไป
2022-01-06,ขับรถเร็วเกินไป
2022-01-06,ขับรถเร็วเกินไป
2022-01-06,ขับรถเร็วเกินไป
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,ยางแตก
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,ยางแตก
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,ขับรถเร็วเกินไป
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,ละสายตาจากการขับขี่
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,ขับรถเร็วเกินไป
2022-01-06,ยางแตก
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,ยางแตก
2022-01-06,ยางแตก
2022-01-06,สภาพแวดล้อม
2022-01-06,ยางแตก
2022-01-06,ขับรถเร็วเกินไป
2022-01-06,ขับรถเร็วเกินไป
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,ละสายตา
2022-01-06,ละสายตาจากการขับขี่
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,ล้อหลุด
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,ขับรถเร็วเกินไป
2022-01-06,ขับรถกระชั้นชิด
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,หลับใน
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,เปลี่ยนช่องทางกระทันหัน
2022-01-06,ขับรถกระชั้นชิด
2022-01-05,ละสายตาจากการขับขี่
2022-01-05,ล้อหลุด
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ยางแตก
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ยางแตก
2022-01-05,บรรทุกหนักเกินไป
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เบรกกะทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,ยางแตก
2022-01-05,หลับใน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ยางแตกเสียหลักชนขอบทาง
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,โรคประจำตัว
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,หลับใน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,หลับใน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ยางแตก
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,รถบรรทุก6ล้อ เข้าผิดเวลา
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,คล้ายมีอาการมึนเมา
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,หลับใน
2022-01-05,สภาพแวดล้อม
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เบรคขัดข้อง
2022-01-05,ละสายตาจากการขับขี่
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,หลับใน
2022-01-05,ละสายตาจากการขับขี่
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,ยางแตก
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,หลับใน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ละสายตาจากการขับขี่
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ล้อหลุด
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ยางแตก
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,เบรกกะทันหัน
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,สภาพแวดล้อม
2022-01-05,ละสายตาจากการขับขี่
2022-01-05,ละสายตาจากการขับขี่
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ก้มเก็บของ
2022-01-05,ขับรถกระชั้นชิด
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-05,ขับรถเร็วเกินไป
2022-01-05,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เบรคกระทันหัน
2022-01-04,ละสายตาจากการขับขี่
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,หลับใน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับขี่กระชั้นชิด
2022-01-04,ขับรถเร็ว
2022-01-04,ยางแตก
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ล้อหลุด
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ข้ับรถเร็ว
2022-01-04,ยางแตก
2022-01-04,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,กระบะเบรคกะทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ยางแตก
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2022-01-04,ระบบไฟฟ้าขัดข้อง
2022-01-04,ยางแตก
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,นั่งสาธารณะขับเลยทางลงถอยหลัง
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ยางแตก
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ยางแตก
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,เปลี่ยนช่องทางกะทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,เปลี่ยนช่องทางกะทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ละสายตาจากการขับขี่
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,บรรทุกหนัก
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,ละสายตาจากการขับขี่
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เบรครถกระทันหันแล้วพลิ๊กคว่ำ
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เปิดประตูชำระค่าผ่านทาง
2022-01-04,เบรคกะทันหัน
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เบรกกะทันหัน
2022-01-04,หลับใน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,ขับรถเร็วเกินไป
2022-01-04,ขับรถกระชั้นชิด
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-04,เปลี่ยนช่องทางกระทันหัน
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,หลับใน
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,หลับใน
2022-01-03,ยางแตก
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,เบรคขัดข้อง
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,ยางแตก
2022-01-03,ยางแตก
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ยางระเบิด
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ยางแตก
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถถอยหลัง
2022-01-03,ยางแตก
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,ยางแตก
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,สภาพแวดล้อม
2022-01-03,ขับรถชิดซ้ายมากไป
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,หลับใน
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ระบบไฟฟ้าขัดข้อง
2022-01-03,หลับใน
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,หลับใน
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ล้อหลุด
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,มึนเมา
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,เบรกกะทันหัน
2022-01-03,บรรทุกเกิน/ของตกหล่น
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,ยางหลงขวาระเบิด
2022-01-03,ควบคุมรถไม่ได้
2022-01-03,เบรคกระทันหันเ
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,หลับใน
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,เบรกแล้วเสียหลักพลิกคว่ำ
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,เบรคขัดข้อง
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ล้อหลุด
2022-01-03,ละสายตาจากการขับขี่
2022-01-03,หลับใน
2022-01-03,เปลี่ยนช่องทางกระทันหัน
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ระบบไฟฟ้าขัดข้อง
2022-01-03,หลับใน
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,ขับรถกระชั้นชิด
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,ขับรถเร็วเกินไป
2022-01-03,บรรทุกเกิน/ของตกหล่น
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เบรคขัดข้อง
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,ขับขี่กระชั้นชิด
2022-01-02,เพลิงไหม้
2022-01-02,ขับรถกระชั้นชิด
2022-01-02,ยางแตก
2022-01-02,เบรคขัดข้อง
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เบรคกระทันหัน
2022-01-02,เบรคขัดข้อง
2022-01-02,ขับรถกระชั้นชิด
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,หลับใน
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,โรคประจำตัว
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,เบรคขัดข้อง
2022-01-02,ยางแตก
2022-01-02,เครื่องยนต์ขัดข้อง
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,หลับใน
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เบรคขัดข้อง
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เครื่องยนต์ขัดข้อง
2022-01-02,เบรคไม่อยู่
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เบรคขัดข้อง
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,เสียหลักหมุนชนขอบทาง
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,ขับรถกระชั้นชิด
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เบรคขัดข้อง
2022-01-02,เบรคขัดข้อง
2022-01-02,ขับรถกระชั้นชิด
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,นั่งบุลคลอีซูซุก้มเก็บของ
2022-01-02,ยางแตก
2022-01-02,ยางแตก
2022-01-02,รถนั่งฮอนด้าขับย้อนทางลงพัฒ2
2022-01-02,ยางแตก
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,เบรคขัดข้อง
2022-01-02,ขับรถกระชั้นชิด
2022-01-02,หลับใน
2022-01-02,หลับใน
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,ขับรถเร็วเกินไป
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,ขับรถประมาท
2022-01-02,เปลี่ยนช่องทางกระทันหัน
2022-01-02,เบรคขัดข้อง
2022-01-01,ก้มเก็บของ
2022-01-01,เพลิงไหม้
2022-01-01,ขับรถเร็วเกินไป
2022-01-01,หลับใน
2022-01-01,เปลี่ยนช่องทางกระทันหัน
2022-01-01,ขับรถเร็วเกินไป
2022-01-01,บรรทุกยื่นล้ำ
2022-01-01,บรรทุกเกิน/ของตกหล่น
2022-01-01,เปลี่ยนช่องทางกระทันหัน
2022-01-01,ขับรถเร็วเกินไป
2022-01-01,เบรกกะทันหัน
2022-01-01,หลับใน
2022-01-01,เปลี่ยนช่องทางกระทันหัน
2022-01-01,เปลี่ยนช่องทางกระทันหัน
2022-01-01,ขับรถเร็วเกินไป
2022-01-01,เบรกกะทันหัน
2022-01-01,ยางแตก
2022-01-01,ขับรถกระชั้นชิด
2022-01-01,ขับรถเร็วเกินไป
2022-01-01,หลับใน
2022-01-01,ล้อหลุด
2022-01-01,เพลิงไหม้
2022-01-01,ขับรถคล่อมเลน
2022-01-01,หลับใน
2022-01-01,ขับรถเร็วเกินไป
2022-01-01,ขับชิดขอบทางขวามากเกินไป
2022-01-01,ขับรถเร็วเกินไป
